experiment,case,instance_class,N,target_kappa,actual_kappa,eps_target,seed,certify_terminal,certificate_tol,effective_terminal_eps,total_iters,fwd_phases,rev_phases,runtime_sec,matched_pairs,object_terminal_certificate_passed_warm,terminal_certificate_passed_warm,terminal_fallback_used,cs_violation,feasible,outside_i_exact_error,outside_j_exact_error,outside_i_upper_ok,outside_j_upper_ok,matched_pair_error,object_terminal_certificate_passed_final,terminal_certificate_passed_final,full_equilibrium_diagnostic_passed
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,577.2681274414062,1e-06,11,True,0.0,1e-06,507,15,13,0.036263333167880774,50,False,False,True,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,876.2900390625,1e-06,12,True,0.0,1e-06,340,15,13,0.025472707813605666,50,False,False,True,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,964.0220336914062,1e-06,13,True,0.0,1e-06,500,15,13,0.03676837496459484,50,False,False,True,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,858.9887084960938,1e-06,14,True,0.0,1e-06,783,15,13,0.05452808411791921,50,False,False,True,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,729.4735717773438,1e-06,15,True,0.0,1e-06,360,15,13,0.02632004185579717,50,False,False,True,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,801.60498046875,1e-06,16,True,0.0,1e-06,935,15,13,0.0679597919806838,50,False,False,True,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,575.5752563476562,1e-06,17,True,0.0,1e-06,470,15,13,0.034364917082712054,50,False,False,True,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,956.6145629882812,1e-06,18,True,0.0,1e-06,427,15,13,0.03369116596877575,50,False,False,True,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,924.294921875,1e-06,19,True,0.0,1e-06,566,15,13,0.040889374911785126,50,False,False,True,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,942.6127319335938,1e-06,20,True,0.0,1e-06,971,15,13,0.06759458314627409,50,False,False,True,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,555.5726928710938,1e-06,21,True,0.0,1e-06,711,15,13,0.05081166699528694,50,False,False,True,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,903.5206909179688,1e-06,22,True,0.0,1e-06,315,15,13,0.024397416971623898,50,False,False,True,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,827.1033325195312,1e-06,23,True,0.0,1e-06,554,15,13,0.039558582939207554,50,False,False,True,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,934.6031494140625,1e-06,24,True,0.0,1e-06,581,15,13,0.04220416606403887,50,False,False,True,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,683.8907470703125,1e-06,25,True,0.0,1e-06,797,14,13,0.05847924994304776,50,True,True,False,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,685.470703125,1e-06,26,True,0.0,1e-06,389,15,13,0.02959816693328321,50,False,False,True,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,972.5284423828125,1e-06,27,True,0.0,1e-06,517,15,13,0.04955966700799763,50,False,False,True,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,971.44775390625,1e-06,28,True,0.0,1e-06,394,15,13,0.030616292031481862,50,False,False,True,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,925.4082641601562,1e-06,29,True,0.0,1e-06,822,15,13,0.06087616691365838,50,False,False,True,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=1000)",LTU,50,1000,747.3265991210938,1e-06,30,True,0.0,1e-06,445,15,13,0.03189350012689829,50,False,False,True,9.5367431640625e-07,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,643.4795532226562,0.01,1,True,0.0,0.01,190,8,6,0.016823249869048595,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2160.82177734375,0.01,2,True,0.0,0.01,140,8,6,0.012742375023663044,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,3279.15869140625,0.01,3,True,0.0,0.01,208,8,6,0.015731750056147575,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2347.405517578125,0.01,4,True,0.0,0.01,316,8,6,0.02571833413094282,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,8213.5234375,0.01,5,True,0.0,0.01,119,8,6,0.00963783310726285,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,4106.95703125,0.01,6,True,0.0,0.01,307,8,6,0.023138124961405993,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2974.009765625,0.01,7,True,0.0,0.01,159,8,6,0.011787374969571829,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1646.8834228515625,0.01,8,True,0.0,0.01,219,8,6,0.01779341697692871,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1404.607421875,0.01,9,True,0.0,0.01,172,8,6,0.014057750115171075,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,3011.888427734375,0.01,10,True,0.0,0.01,219,8,6,0.0160068750847131,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1200.6405029296875,0.01,11,True,0.0,0.01,197,8,6,0.014960790984332561,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,4145.71240234375,0.01,12,True,0.0,0.01,277,8,6,0.024125375086441636,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,7290.7744140625,0.01,13,True,0.0,0.01,227,8,6,0.019976207986474037,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,3790.013427734375,0.01,14,True,0.0,0.01,283,8,6,0.02281779213808477,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2123.378662109375,0.01,15,True,0.0,0.01,171,8,6,0.014175415970385075,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2876.754150390625,0.01,16,True,0.0,0.01,401,8,6,0.02980808401480317,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1193.3148193359375,0.01,17,True,0.0,0.01,213,8,6,0.0169685420114547,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,6886.7626953125,0.01,18,True,0.0,0.01,222,8,6,0.018586749909445643,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,5495.91064453125,0.01,19,True,0.0,0.01,213,8,6,0.01781974988989532,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,6216.4609375,0.01,20,True,0.0,0.01,359,8,6,0.026009999914094806,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1110.8150634765625,0.01,21,True,0.0,0.01,178,8,6,0.014515083050355315,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,4840.90771484375,0.01,22,True,0.0,0.01,132,8,6,0.01024666684679687,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,3234.611328125,0.01,23,True,0.0,0.01,171,8,6,0.012951125157997012,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,5918.01025390625,0.01,24,True,0.0,0.01,215,8,6,0.015560916857793927,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1779.0296630859375,0.01,25,True,0.0,0.01,274,8,6,0.021411124849691987,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1790.0576171875,0.01,26,True,0.0,0.01,125,8,6,0.009798208950087428,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,7825.77099609375,0.01,27,True,0.0,0.01,179,8,6,0.014244082849472761,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,7728.77294921875,0.01,28,True,0.0,0.01,193,8,6,0.01535187498666346,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,5541.85302734375,0.01,29,True,0.0,0.01,355,8,6,0.026977499946951866,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2292.5576171875,0.01,30,True,0.0,0.01,132,8,6,0.010981417028233409,50,True,True,False,0.010000228881835938,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,643.4795532226562,0.001,1,True,0.0,0.001,234,9,8,0.0192563331220299,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2160.82177734375,0.001,2,True,0.0,0.001,170,9,8,0.017057124990969896,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,3279.15869140625,0.001,3,True,0.0,0.001,395,9,8,0.035705416928976774,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2347.405517578125,0.001,4,True,0.0,0.001,483,9,8,0.03977629216387868,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,8213.5234375,0.001,5,True,0.0,0.001,223,9,8,0.019283832982182503,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,4106.95703125,0.001,6,True,0.0,0.001,571,9,8,0.047725291922688484,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2974.009765625,0.001,7,True,0.0,0.001,278,9,8,0.023588625015690923,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1646.8834228515625,0.001,8,True,0.0,0.001,353,9,8,0.029615334002301097,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1404.607421875,0.001,9,True,0.0,0.001,288,9,8,0.02488883282057941,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,3011.888427734375,0.001,10,True,0.0,0.001,336,9,8,0.02633416699245572,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1200.6405029296875,0.001,11,True,0.0,0.001,394,9,8,0.03239445900544524,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,4145.71240234375,0.001,12,True,0.0,0.001,255,9,8,0.020075167063623667,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,7290.7744140625,0.001,13,True,0.0,0.001,323,9,8,0.026590292109176517,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,3790.013427734375,0.001,14,True,0.0,0.001,606,9,8,0.049003709107637405,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2123.378662109375,0.001,15,True,0.0,0.001,237,9,8,0.018692458048462868,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2876.754150390625,0.001,16,True,0.0,0.001,865,9,8,0.06972662499174476,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1193.3148193359375,0.001,17,True,0.0,0.001,348,9,8,0.02780195907689631,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,6886.7626953125,0.001,18,True,0.0,0.001,313,9,8,0.025082708103582263,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,5495.91064453125,0.001,19,True,0.0,0.001,319,9,8,0.026208290830254555,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,6216.4609375,0.001,20,True,0.0,0.001,775,9,8,0.062220332911238074,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1110.8150634765625,0.001,21,True,0.0,0.001,359,9,8,0.029962750151753426,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,4840.90771484375,0.001,22,True,0.0,0.001,181,9,8,0.015016499906778336,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,3234.611328125,0.001,23,True,0.0,0.001,337,9,8,0.028273625066503882,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,5918.01025390625,0.001,24,True,0.0,0.001,456,9,8,0.03645937517285347,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1779.0296630859375,0.001,25,True,0.0,0.001,595,9,8,0.05053120804950595,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1790.0576171875,0.001,26,True,0.0,0.001,210,9,8,0.017309291986748576,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,7825.77099609375,0.001,27,True,0.0,0.001,320,9,8,0.02662004204466939,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,7728.77294921875,0.001,28,True,0.0,0.001,258,9,8,0.02038320805877447,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,5541.85302734375,0.001,29,True,0.0,0.001,703,9,8,0.05606687511317432,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2292.5576171875,0.001,30,True,0.0,0.001,241,9,8,0.020240415818989277,50,True,True,False,0.0010004043579101562,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,643.4795532226562,0.0001,1,True,0.0,0.0001,300,11,9,0.021244416013360023,50,True,True,False,0.00010013580322265625,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2160.82177734375,0.0001,2,True,0.0,0.0001,214,11,9,0.016478291945531964,50,True,True,False,0.00010013580322265625,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,3279.15869140625,0.0001,3,True,0.0,0.0001,492,11,9,0.03501495788805187,50,True,True,False,0.00010013580322265625,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2347.405517578125,0.0001,4,True,0.0,0.0001,578,11,9,0.04048212501220405,50,True,True,False,0.00010013580322265625,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,8213.5234375,0.0001,5,True,0.0,0.0001,304,11,9,0.02249870914965868,50,True,True,False,0.00010013580322265625,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,4106.95703125,0.0001,6,True,0.0,0.0001,718,11,9,0.048950082855299115,50,True,True,False,0.00010013580322265625,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2974.009765625,0.0001,7,True,0.0,0.0001,340,11,9,0.025154915871098638,50,True,True,False,0.00010013580322265625,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1646.8834228515625,0.0001,8,True,0.0,0.0001,450,11,9,0.0330022091511637,50,True,True,False,0.00010013580322265625,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1404.607421875,0.0001,9,True,0.0,0.0001,338,11,9,0.024464207934215665,50,True,True,False,0.00010013580322265625,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,3011.888427734375,0.0001,10,True,0.0,0.0001,409,11,9,0.02989304205402732,50,True,True,False,0.00010013580322265625,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1200.6405029296875,0.0001,11,True,0.0,0.0001,437,11,9,0.030885708052664995,50,True,True,False,0.00010013580322265625,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,4145.71240234375,0.0001,12,True,0.0,0.0001,303,11,9,0.02343383291736245,50,True,True,False,0.00010013580322265625,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,7290.7744140625,0.0001,13,True,0.0,0.0001,435,11,9,0.03022437496110797,50,True,True,False,0.00010013580322265625,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,3790.013427734375,0.0001,14,True,0.0,0.0001,661,11,9,0.045670249965041876,50,True,True,False,0.00010013580322265625,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2123.378662109375,0.0001,15,True,0.0,0.0001,302,11,9,0.022103708004578948,50,True,True,False,0.00010013580322265625,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2876.754150390625,0.0001,16,True,0.0,0.0001,1033,11,9,0.06911933282390237,50,True,True,False,0.00010013580322265625,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1193.3148193359375,0.0001,17,True,0.0,0.0001,435,11,9,0.03055091598071158,50,True,True,False,0.00010013580322265625,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,6886.7626953125,0.0001,18,True,0.0,0.0001,365,11,9,0.025924333138391376,50,True,True,False,0.00010013580322265625,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,5495.91064453125,0.0001,19,True,0.0,0.0001,437,11,9,0.03111937502399087,50,True,True,False,0.00010013580322265625,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,6216.4609375,0.0001,20,True,0.0,0.0001,1023,11,9,0.07046608394011855,50,True,True,False,0.00010013580322265625,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1110.8150634765625,0.0001,21,True,0.0,0.0001,490,11,9,0.033237791853025556,50,True,True,False,0.00010013580322265625,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,4840.90771484375,0.0001,22,True,0.0,0.0001,221,11,9,0.015928667038679123,50,True,True,False,0.00010013580322265625,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,3234.611328125,0.0001,23,True,0.0,0.0001,466,11,9,0.03413895796984434,50,True,True,False,0.00010013580322265625,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,5918.01025390625,0.0001,24,True,0.0,0.0001,549,11,9,0.0376675829757005,50,True,True,False,0.00010013580322265625,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1779.0296630859375,0.0001,25,True,0.0,0.0001,772,11,9,0.053041790844872594,50,True,True,False,0.00010013580322265625,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1790.0576171875,0.0001,26,True,0.0,0.0001,270,11,9,0.02004833403043449,50,True,True,False,0.00010013580322265625,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,7825.77099609375,0.0001,27,True,0.0,0.0001,437,11,9,0.033626999938860536,50,True,True,False,0.00010013580322265625,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,7728.77294921875,0.0001,28,True,0.0,0.0001,349,11,9,0.026294583920389414,50,True,True,False,0.00010013580322265625,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,5541.85302734375,0.0001,29,True,0.0,0.0001,812,11,9,0.055829625111073256,50,True,True,False,0.00010013580322265625,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2292.5576171875,0.0001,30,True,0.0,0.0001,319,11,9,0.023529750062152743,50,True,True,False,0.00010013580322265625,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,643.4795532226562,1e-05,1,True,0.0,1e-05,436,13,11,0.030835957964882255,50,True,True,False,9.5367431640625e-06,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2160.82177734375,1e-05,2,True,0.0,1e-05,253,13,11,0.01901270798407495,50,True,True,False,9.5367431640625e-06,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,3279.15869140625,1e-05,3,True,0.0,1e-05,600,13,11,0.04270720900967717,50,True,True,False,1.0013580322265625e-05,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2347.405517578125,1e-05,4,True,0.0,1e-05,672,13,11,0.0462138750590384,50,True,True,False,1.0013580322265625e-05,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,8213.5234375,1e-05,5,True,0.0,1e-05,397,13,11,0.028982290998101234,50,True,True,False,9.5367431640625e-06,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,4106.95703125,1e-05,6,True,0.0,1e-05,818,13,11,0.0556549159809947,50,True,True,False,1.0013580322265625e-05,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2974.009765625,1e-05,7,True,0.0,1e-05,373,13,11,0.02719229180365801,50,True,True,False,9.5367431640625e-06,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1646.8834228515625,1e-05,8,True,0.0,1e-05,565,13,11,0.04048258392140269,50,True,True,False,9.5367431640625e-06,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1404.607421875,1e-05,9,True,0.0,1e-05,442,14,11,0.03296462493017316,50,False,False,True,9.5367431640625e-06,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,3011.888427734375,1e-05,10,True,0.0,1e-05,475,13,11,0.033724957844242454,50,True,True,False,9.5367431640625e-06,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1200.6405029296875,1e-05,11,True,0.0,1e-05,539,13,11,0.03789004194550216,50,True,True,False,1.0013580322265625e-05,True,0.0,0.0,True,True,0.0,True,True,True
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,4145.71240234375,1e-05,12,True,0.0,1e-05,346,13,11,0.025546833872795105,50,True,True,False,1.0013580322265625e-05,True,0.0,0.0,True,True,0.0,True,True,True
