experiment,case,instance_class,N,target_kappa,actual_kappa,eps_target,seed,total_iters,fwd_phases,rev_phases,runtime_sec,cs_violation,matched_pairs
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1790.0576171875,0.01,26,68,14,14,0.005990833044052124,0.0,47
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,7825.77099609375,0.01,27,68,14,14,0.005921707954257727,0.0,45
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,7728.77294921875,0.01,28,77,14,14,0.006559084169566631,0.0,44
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,5541.85302734375,0.01,29,63,14,14,0.005584167083725333,0.0,44
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2292.5576171875,0.01,30,65,14,14,0.005710707977414131,0.0,47
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,643.4795532226562,0.001,1,137,17,17,0.010790499858558178,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2160.82177734375,0.001,2,230,17,17,0.01711558410897851,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,3279.15869140625,0.001,3,98,17,17,0.00827079196460545,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2347.405517578125,0.001,4,97,17,17,0.00849983305670321,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,8213.5234375,0.001,5,95,17,17,0.008278208086267114,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,4106.95703125,0.001,6,177,17,17,0.013989000115543604,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2974.009765625,0.001,7,136,17,17,0.011195667088031769,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1646.8834228515625,0.001,8,108,17,17,0.009388333884999156,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1404.607421875,0.001,9,182,17,17,0.014394499827176332,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,3011.888427734375,0.001,10,119,17,17,0.009973833104595542,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1200.6405029296875,0.001,11,172,17,17,0.013659500051289797,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,4145.71240234375,0.001,12,129,17,17,0.010854082880541682,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,7290.7744140625,0.001,13,137,17,17,0.011304500047117472,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,3790.013427734375,0.001,14,154,17,17,0.011728000128641725,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2123.378662109375,0.001,15,106,17,17,0.008581999922171235,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2876.754150390625,0.001,16,177,17,17,0.013170124962925911,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1193.3148193359375,0.001,17,312,17,17,0.021587542025372386,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,6886.7626953125,0.001,18,122,17,17,0.009643499972298741,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,5495.91064453125,0.001,19,101,17,17,0.008263125084340572,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,6216.4609375,0.001,20,197,17,17,0.014516416005790234,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1110.8150634765625,0.001,21,191,17,17,0.01496225013397634,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,4840.90771484375,0.001,22,175,17,17,0.013343291124328971,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,3234.611328125,0.001,23,116,17,17,0.009541000006720424,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,5918.01025390625,0.001,24,108,17,17,0.009143833070993423,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1779.0296630859375,0.001,25,123,17,17,0.010063458001241088,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1790.0576171875,0.001,26,158,17,17,0.012430125148966908,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,7825.77099609375,0.001,27,143,17,17,0.011293957941234112,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,7728.77294921875,0.001,28,120,17,17,0.009752040961757302,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,5541.85302734375,0.001,29,116,17,17,0.00945337489247322,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2292.5576171875,0.001,30,119,17,17,0.009719458175823092,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,643.4795532226562,0.0001,1,167,20,20,0.013323042076081038,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2160.82177734375,0.0001,2,257,20,20,0.019893334014341235,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,3279.15869140625,0.0001,3,118,20,20,0.009597624884918332,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2347.405517578125,0.0001,4,112,20,20,0.010007291799411178,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,8213.5234375,0.0001,5,113,20,20,0.00975570804439485,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,4106.95703125,0.0001,6,196,20,20,0.015362875070422888,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2974.009765625,0.0001,7,154,20,20,0.012467583175748587,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1646.8834228515625,0.0001,8,137,20,20,0.01145091699436307,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1404.607421875,0.0001,9,200,20,20,0.014890958089381456,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,3011.888427734375,0.0001,10,152,20,20,0.011876708129420877,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1200.6405029296875,0.0001,11,187,20,20,0.01497745793312788,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,4145.71240234375,0.0001,12,149,20,20,0.012794750044122338,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,7290.7744140625,0.0001,13,161,20,20,0.012449667090550065,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,3790.013427734375,0.0001,14,178,20,20,0.014259374933317304,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2123.378662109375,0.0001,15,131,20,20,0.01084679109044373,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2876.754150390625,0.0001,16,196,20,20,0.01559983310289681,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1193.3148193359375,0.0001,17,352,20,20,0.026191083015874028,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,6886.7626953125,0.0001,18,162,20,20,0.012974249897524714,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,5495.91064453125,0.0001,19,119,20,20,0.010095249861478806,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,6216.4609375,0.0001,20,223,20,20,0.01670754118822515,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1110.8150634765625,0.0001,21,211,20,20,0.016461791936308146,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,4840.90771484375,0.0001,22,217,20,20,0.01652854192070663,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,3234.611328125,0.0001,23,135,20,20,0.010826374869793653,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,5918.01025390625,0.0001,24,121,20,20,0.009875582996755838,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1779.0296630859375,0.0001,25,131,20,20,0.010900167049840093,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1790.0576171875,0.0001,26,174,20,20,0.013320875121280551,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,7825.77099609375,0.0001,27,164,20,20,0.013319416902959347,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,7728.77294921875,0.0001,28,138,20,20,0.01159495790489018,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,5541.85302734375,0.0001,29,146,20,20,0.011551874922588468,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2292.5576171875,0.0001,30,133,20,20,0.01061916584149003,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,643.4795532226562,1e-05,1,202,24,24,0.015484499977901578,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2160.82177734375,1e-05,2,287,24,24,0.02099554194137454,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,3279.15869140625,1e-05,3,137,24,24,0.011446875054389238,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2347.405517578125,1e-05,4,125,24,24,0.010488416999578476,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,8213.5234375,1e-05,5,129,24,24,0.010618915781378746,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,4106.95703125,1e-05,6,227,24,24,0.01810545800253749,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2974.009765625,1e-05,7,178,24,24,0.014715542085468769,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1646.8834228515625,1e-05,8,171,24,24,0.014583207899704576,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1404.607421875,1e-05,9,224,24,24,0.017221458023414016,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,3011.888427734375,1e-05,10,190,24,24,0.014530999818816781,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1200.6405029296875,1e-05,11,205,24,24,0.015857915859669447,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,4145.71240234375,1e-05,12,162,24,24,0.013100791024044156,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,7290.7744140625,1e-05,13,184,24,24,0.014320499962195754,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,3790.013427734375,1e-05,14,209,24,24,0.016104291891679168,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2123.378662109375,1e-05,15,163,24,24,0.01301270816475153,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2876.754150390625,1e-05,16,211,24,24,0.016236125025898218,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1193.3148193359375,1e-05,17,384,24,24,0.028003124985843897,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,6886.7626953125,1e-05,18,180,24,24,0.014474625000730157,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,5495.91064453125,1e-05,19,144,24,24,0.01208870904520154,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,6216.4609375,1e-05,20,244,24,24,0.018767792033031583,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1110.8150634765625,1e-05,21,235,24,24,0.017847124952822924,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,4840.90771484375,1e-05,22,253,24,24,0.01933729089796543,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,3234.611328125,1e-05,23,151,24,24,0.012281832983717322,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,5918.01025390625,1e-05,24,137,24,24,0.011534583056345582,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1779.0296630859375,1e-05,25,139,24,24,0.011596833821386099,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1790.0576171875,1e-05,26,206,24,24,0.016159625025466084,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,7825.77099609375,1e-05,27,188,24,24,0.015021624974906445,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,7728.77294921875,1e-05,28,162,24,24,0.013599874917417765,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,5541.85302734375,1e-05,29,186,24,24,0.014806166989728808,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2292.5576171875,1e-05,30,149,24,24,0.012107083108276129,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,643.4795532226562,1e-06,1,226,27,27,0.017389874905347824,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2160.82177734375,1e-06,2,305,27,27,0.02238566684536636,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,3279.15869140625,1e-06,3,145,27,27,0.012021917151287198,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2347.405517578125,1e-06,4,132,27,27,0.011201624991372228,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,8213.5234375,1e-06,5,140,27,27,0.011807833798229694,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,4106.95703125,1e-06,6,251,27,27,0.01900220802053809,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2974.009765625,1e-06,7,196,27,27,0.015173417050391436,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1646.8834228515625,1e-06,8,195,27,27,0.015209458069875836,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1404.607421875,1e-06,9,242,27,27,0.018406666116788983,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,3011.888427734375,1e-06,10,220,27,27,0.01670466596260667,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1200.6405029296875,1e-06,11,217,27,27,0.016991167096421123,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,4145.71240234375,1e-06,12,172,27,27,0.01379787502810359,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,7290.7744140625,1e-06,13,200,27,27,0.01571770804002881,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,3790.013427734375,1e-06,14,233,27,27,0.017624916974455118,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2123.378662109375,1e-06,15,180,27,27,0.01444762502796948,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2876.754150390625,1e-06,16,222,27,27,0.016951916040852666,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1193.3148193359375,1e-06,17,400,27,27,0.029044499853625894,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,6886.7626953125,1e-06,18,192,27,27,0.015676334034651518,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,5495.91064453125,1e-06,19,160,27,27,0.01349737518467009,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,6216.4609375,1e-06,20,256,27,27,0.01980312494561076,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1110.8150634765625,1e-06,21,253,27,27,0.019457499962300062,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,4840.90771484375,1e-06,22,275,27,27,0.021141125122085214,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,3234.611328125,1e-06,23,162,27,27,0.013447416946291924,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,5918.01025390625,1e-06,24,149,27,27,0.012804624857380986,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1779.0296630859375,1e-06,25,149,27,27,0.01271791709586978,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,1790.0576171875,1e-06,26,230,27,27,0.017179250018671155,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,7825.77099609375,1e-06,27,210,27,27,0.016140999970957637,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,7728.77294921875,1e-06,28,174,27,27,0.013752999948337674,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,5541.85302734375,1e-06,29,209,27,27,0.016090999823063612,0.0,50
robustness,"LTU(N=50,kappa=10000)",LTU,50,10000,2292.5576171875,1e-06,30,161,27,27,0.013035709038376808,0.0,50
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,938.8900146484375,0.01,1,404,14,14,0.035495041869580746,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,949.997314453125,0.01,2,326,14,14,0.030243791174143553,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,635.4800415039062,0.01,3,221,14,14,0.02466091699898243,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,974.3253173828125,0.01,4,172,14,14,0.02124379202723503,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,825.1865844726562,0.01,5,272,14,14,0.026777917053550482,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,864.35498046875,0.01,6,252,14,14,0.02710054093040526,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,776.1967163085938,0.01,7,195,14,14,0.02240829193033278,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,942.6771850585938,0.01,8,353,14,14,0.03310566698201001,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,980.6318359375,0.01,9,170,14,14,0.020091958111152053,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,993.6461181640625,0.01,10,167,14,14,0.02023620903491974,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,998.1486206054688,0.01,11,363,14,14,0.03921579197049141,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,998.6802368164062,0.01,12,438,14,14,0.04045229102484882,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,802.4508666992188,0.01,13,275,14,14,0.027412208961322904,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,949.158935546875,0.01,14,176,14,14,0.02013545809313655,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,833.4794311523438,0.01,15,305,14,14,0.029531209031119943,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,911.5296630859375,0.01,16,227,14,14,0.024256707867607474,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,787.0509643554688,0.01,17,240,14,14,0.02366408403031528,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,999.6517333984375,0.01,18,194,14,14,0.020696832798421383,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,851.234375,0.01,19,479,14,14,0.04047179198823869,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,964.6866455078125,0.01,20,356,14,14,0.032828125171363354,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,880.868408203125,0.01,21,229,14,14,0.025773458182811737,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,812.593505859375,0.01,22,156,14,14,0.019364790990948677,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,935.3802490234375,0.01,23,298,14,14,0.02901670802384615,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,994.4820556640625,0.01,24,198,14,14,0.02333241607993841,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,957.259765625,0.01,25,187,14,14,0.022003541002050042,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,967.6253662109375,0.01,26,496,14,14,0.04344850010238588,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,994.81884765625,0.01,27,215,14,14,0.024898999836295843,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,961.1840209960938,0.01,28,380,14,14,0.03540608403272927,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,858.343994140625,0.01,29,375,14,14,0.03508604201488197,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,879.5880126953125,0.01,30,272,14,14,0.02900799992494285,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,938.8900146484375,0.001,1,425,17,17,0.04173295898362994,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,949.997314453125,0.001,2,333,17,17,0.03474291693419218,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,635.4800415039062,0.001,3,234,17,17,0.027790499851107597,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,974.3253173828125,0.001,4,193,17,17,0.02379329106770456,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,825.1865844726562,0.001,5,282,17,17,0.028974999906495214,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,864.35498046875,0.001,6,347,17,17,0.03308304096572101,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,776.1967163085938,0.001,7,249,17,17,0.02713225013576448,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,942.6771850585938,0.001,8,382,17,17,0.03532600007019937,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,980.6318359375,0.001,9,192,17,17,0.023641749983653426,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,993.6461181640625,0.001,10,198,17,17,0.023714042035862803,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,998.1486206054688,0.001,11,402,17,17,0.037079916102811694,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,998.6802368164062,0.001,12,480,17,17,0.042120000114664435,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,802.4508666992188,0.001,13,304,17,17,0.031241000164300203,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,949.158935546875,0.001,14,192,17,17,0.02303537493571639,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,833.4794311523438,0.001,15,368,17,17,0.034095958108082414,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,911.5296630859375,0.001,16,249,17,17,0.0269227079115808,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,787.0509643554688,0.001,17,326,17,17,0.033243624959141016,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,999.6517333984375,0.001,18,229,17,17,0.025532625149935484,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,851.234375,0.001,19,359,17,17,0.03707491606473923,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,964.6866455078125,0.001,20,383,17,17,0.03653508308343589,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,880.868408203125,0.001,21,257,17,17,0.027565666008740664,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,812.593505859375,0.001,22,171,17,17,0.022203207947313786,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,935.3802490234375,0.001,23,325,17,17,0.03419083287008107,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,994.4820556640625,0.001,24,209,17,17,0.02735724998638034,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,957.259765625,0.001,25,184,17,17,0.02600120916031301,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,967.6253662109375,0.001,26,318,17,17,0.03254895913414657,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,994.81884765625,0.001,27,240,17,17,0.02748412499204278,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,961.1840209960938,0.001,28,256,17,17,0.029204457998275757,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,858.343994140625,0.001,29,419,17,17,0.03850620798766613,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,879.5880126953125,0.001,30,319,17,17,0.03233020915649831,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,938.8900146484375,0.0001,1,442,20,20,0.04898529197089374,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,949.997314453125,0.0001,2,353,20,20,0.039561832789331675,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,635.4800415039062,0.0001,3,246,20,20,0.03294700011610985,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,974.3253173828125,0.0001,4,209,20,20,0.027883541071787477,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,825.1865844726562,0.0001,5,294,20,20,0.03552112518809736,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,864.35498046875,0.0001,6,403,20,20,0.04086404200643301,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,776.1967163085938,0.0001,7,293,20,20,0.035223957849666476,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,942.6771850585938,0.0001,8,394,20,20,0.03937850007787347,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,980.6318359375,0.0001,9,208,20,20,0.026963582960888743,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,993.6461181640625,0.0001,10,230,20,20,0.027934041107073426,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,998.1486206054688,0.0001,11,437,20,20,0.042443166952580214,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,998.6802368164062,0.0001,12,526,20,20,0.04805087484419346,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,802.4508666992188,0.0001,13,328,20,20,0.033364250091835856,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,949.158935546875,0.0001,14,204,20,20,0.02547795814462006,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,833.4794311523438,0.0001,15,409,20,20,0.04086000006645918,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,911.5296630859375,0.0001,16,277,20,20,0.03009166708216071,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,787.0509643554688,0.0001,17,342,20,20,0.034983916906639934,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,999.6517333984375,0.0001,18,252,20,20,0.02900404203683138,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,851.234375,0.0001,19,427,20,20,0.03970641712658107,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,964.6866455078125,0.0001,20,399,20,20,0.037872540997341275,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,880.868408203125,0.0001,21,293,20,20,0.031438374891877174,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,812.593505859375,0.0001,22,191,20,20,0.02542879106476903,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,935.3802490234375,0.0001,23,351,20,20,0.034981667064130306,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,994.4820556640625,0.0001,24,221,20,20,0.026686083991080523,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,957.259765625,0.0001,25,201,20,20,0.025244624819606543,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,967.6253662109375,0.0001,26,344,20,20,0.03480849997140467,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,994.81884765625,0.0001,27,278,20,20,0.030635250033810735,0.0,100
robustness,"LTU(N=100,kappa=1000)",LTU,100,1000,961.1840209960938,0.0001,28,273,20,20,0.03158604190684855,0.0,100
